TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000272	"polysaccharide catabolic process"	-4.29930175684147	5.169630355927413	0.4915562906858425	0.7229694092194753	0.04792786	null
GO:0005975	"carbohydrate metabolic process"	-7.839333192474043	6.220115151808519	5.521546466478484	0.9137900640281561	0.0688078	null
GO:0005976	"polysaccharide metabolic process"	-2.311017820609291	5.526004379634945	1.1167319130275588	0.842862924005848	0.62049982	null
GO:0006109	"regulation of carbohydrate metabolic process"	-4.892417880780408	4.302179353813202	0.06669657568364988	0.983111353427627	0	null
GO:0006213	"pyrimidine nucleoside metabolic process"	-2.5906883583415765	4.157758886046864	0.04782715249128275	0.7317653090934818	0.41879869	null
GO:0006302	"double-strand break repair"	-6.6896505683180685	4.912238003405434	0.27175561672180143	0.7402301306977248	0.17790747	null
GO:0009187	"cyclic nucleotide metabolic process"	-9.035145202180514	4.714212366993632	0.17224626829133297	0.6667424183287604	0.49708773	null
GO:0009190	"cyclic nucleotide biosynthetic process"	-9.035145202180514	4.66642437251876	0.15429819715683393	0.6664230547861338	0	null
GO:0009617	"response to bacterium"	-3.527536122548286	4.642622776409274	0.14606922606959327	0.9021885440874923	0.26332743	null
GO:0042742	"defense response to bacterium"	42742	-3.527536122548286	4.503286663558915	0.10597876991983106	0.8894126890831613	0.70677042	9617
GO:0016052	"carbohydrate catabolic process"	-2.3684205624456998	5.599383018287246	1.3222932073535736	0.7071997528519521	0.56768735	null
GO:0017004	"cytochrome complex assembly"	-4.892417880780408	4.8499473717580175	0.23544370186351268	0.9443388061102718	0.00780425	null
GO:0032775	"DNA methylation on adenine"	-2.3055048225464154	4.383150853896175	0.08036717841952665	0.8306856297564665	0.4114506	null
GO:0035556	"intracellular signal transduction"	-4.2371572382566995	6.0572076090390246	3.7944870018179575	0.8908681787791228	0.40616922	null
GO:0042558	"pteridine-containing compound metabolic process"	-2.443406253074124	5.17432443437314	0.49689813691304885	0.8472677537659605	0.16646509	null
GO:0044242	"cellular lipid catabolic process"	-2.5906883583415765	4.875738234882889	0.24984939053725536	0.7348605501452742	0.47883523	null
GO:0046395	"carboxylic acid catabolic process"	-2.443406253074124	5.505882232592197	1.0661706399891007	0.5873999955047919	0.65690031	null
GO:0016054	"organic acid catabolic process"	16054	-2.443406253074124	5.537501755365702	1.1466908227214865	0.5889624028946937	0.90500479	46395
GO:0072329	"monocarboxylic acid catabolic process"	72329	-2.016991616418335	4.978280973021826	0.3163896357273319	0.62354098016844	0.85792599	46395
GO:0051262	"protein tetramerization"	-3.9325302885827256	4.104418820647595	0.042299040144074186	0.9457202642920502	0.59973508	null
GO:0055086	"nucleobase-containing small molecule metabolic process"	-2.64555000429994	6.133233517547702	4.5204226165387285	0.6916540842719164	0.3345471	null
GO:0090407	"organophosphate biosynthetic process"	-4.334896363590887	6.1516780684784855	4.716540883816774	0.7303177082434035	0.56368253	null
GO:0009165	"nucleotide biosynthetic process"	9165	-3.0614568399327586	5.9397627885840745	2.895397071470842	0.5771118606783416	0.80483639	90407
GO:1901293	"nucleoside phosphate biosynthetic process"	1901293	-3.0614568399327586	5.941767263055815	2.90879160120743	0.5800013316377731	0.89888803	90407
GO:1901678	"iron coordination entity transport"	-6.150086115723968	4.515728171743949	0.10905881326129625	0.8780003546480909	0	null
GO:0006826	"iron ion transport"	6826	-4.3256078163372464	4.936820254236847	0.287581584560561	0.8807895172421865	0.81762874	1901678
GO:0015886	"heme transport"	15886	-6.150086115723968	4.259617766814334	0.06046996538643302	0.8806229395221186	0.81993625	1901678
